嗚呼 - ああ	1. Ah!; Oh!; Alas! {Usually written using kana alone, also written as 於乎, 於戯, 嗟乎, 嗟夫, 吁, etc.} 2. Yes; Indeed; That is correct {Usually written using kana alone} 3. Hey!; Yo! {Usually written using kana alone} 4. Uh huh; Yeah yeah; Right; Gotcha {Usually written using kana alone} | Other forms: 嗚呼 【あー】、噫 【ああ】、噫 【あー】、嗟 【ああ】、嗟 【あー】、アー、アア [Notes] 嗚呼: Ateji (phonetic) reading. 嗚呼: Ateji (phonetic) reading. 噫: Ateji (phonetic) reading. 噫: Ateji (phonetic) reading. 嗟: Ateji (phonetic) reading. 嗟: Ateji (phonetic) reading.
相 - あい	[Prefix] 1. together; mutually; fellow
相変わらず - あいかわらず	[Adverb, No-adjective] 1. as ever; as usual; the same; still | Other forms: 相変らず 【あいかわらず】、あい変らず 【あいかわらず】、あい変わらず 【あいかわらず】
愛想 - あいそ	[Noun] 1. civility; courtesy; compliments; sociability; graces {See also 愛想を尽かす} | Other forms: 愛想 【あいそう】
愛想 - あいそ	[Noun] 1. civility; courtesy; compliments; sociability; graces {See also 愛想を尽かす} | Other forms: 愛想 【あいそう】
愛憎 - あいぞう	[Na-adjective, Noun, No-adjective] 1. love and hate; likes and dislikes
相対 - あいたい	[Noun, Suru verb, No-adjective] 1. confrontation; facing; between ourselves; no third party; tete-a-tete [Notes] あいたい: news1, nf14. 相対: news1, nf14.
間柄 - あいだがら	[Noun] 1. relation(ship) | Other forms: 間がら 【あいだがら】
アイデア - アイデア	[Noun] 1. idea | Other forms: アイディア、アィディア [Notes] アイデア: gai1, ichi1. アイディア: gai1.
合間 - あいま	[Noun, No-adjective] 1. interval; break; pause; spare moment | Other forms: 合い間 【あいま】 [Notes] 合い間: Irregular okurigana usage.
曖昧 - あいまい	[Na-adjective, Noun] 1. vague; ambiguous; unclear 2. fuzzy {Mathematics, Computer terminology} | Other forms: あい昧 【あいまい】
敢えて - あえて	[Adverb] 1. purposely (of something needless, unexpected or seemingly counterproductive, etc.); daringly (doing something); deliberately; intentionally {Usually written using kana alone} 2. not necessarily; not particularly; not especially {Usually written using kana alone, used with neg. verb} 3. definitely not {Usually written using kana alone, Archaism, used with neg. verb} | Other forms: 敢て 【あえて】 [Notes] 敢て: Irregular okurigana usage.
仰ぐ - あおぐ	[Godan verb with gu ending, Transitive verb] 1. to look up (at) 2. to look up (to); to respect; to revere 3. to ask for; to seek 4. to turn to someone; to depend on 5. to gulp down; to quaff; to take (e.g. poison)
亜科 - あか	[Noun] 1. subfamily
垢 - あか	[Noun] 1. dirt; filth; grime 2. account (e.g. online service) {Jocular, humorous term, Slang, See also アカ}
証 - あかし	[Noun] 1. proof (e.g. of love, of innocence); evidence; testimony; vindication (of innocence) [Noun - used as a suffix] 2. license; membership card; permit {Only applies to しょう} [Suru verb] 3. to testify (usu. Christian religious context) {Only applies to あかし} | Other forms: 証し 【あかし】、証 【しょう】
赤字 - あかじ	[Noun, No-adjective] 1. deficit; (being in or going into) the red 2. red text; red letters 3. corrections (by a teacher or proofreader) written in red
明かす - あかす	[Godan verb with su ending, Transitive verb] 1. to pass (e.g. the night); to spend {See also 語り明かす} 2. to reveal; to divulge
赤ちゃん - あかちゃん	[Noun] 1. baby; infant
明白 - あからさま	[Na-adjective, No-adjective] 1. plain; frank; candid; open; direct; straightforward; unabashed; blatant; flagrant {Usually written using kana alone} | Other forms: 偸閑 【あからさま】、白地 【あからさま】 [Notes] 明白: Ateji (phonetic) reading. 偸閑: Ateji (phonetic) reading. 白地: Ateji (phonetic) reading.
赤らむ - あからむ	[Godan verb with mu ending, intransitive verb] 1. to become red; to redden; to blush
上がり - あがり	[Noun - used as a suffix, Noun] 1. rise; increase; ascent {Antonym: 下がり} [Noun] 2. income; proceeds; return; profit; crop yield 3. freshly-drawn green tea (esp. in sushi shops) {Abbreviation, See also 上がり花} 4. completion; stop; finish 5. end result (e.g. of crafts like painting, pottery, etc.); how something comes out [Suffix, No-adjective] 6. after (rain, illness, etc.) 7. ex- (e.g. ex-bureaucrat) | Other forms: 揚がり 【あがり】
上がる - あがる	[Godan verb with ru ending, intransitive verb] 1. to rise; to go up; to come up; to ascend; to be raised {Antonym: 下がる} 2. to enter (esp. from outdoors); to come in; to go in 3. to enter (a school); to advance to the next grade 4. to get out (of water); to come ashore 5. to increase {also written as 騰る in ref. to price} 6. to improve; to make progress 7. to be promoted; to advance 8. to be made (of profit, etc.) 9. to occur (esp. of a favourable result) 10. to be adequate (to cover expenses, etc.) {often as 〜で上がる} 11. to be finished; to be done; to be over 12. (of rain) to stop; to lift 13. to stop (working properly); to cut out; to give out; to die 14. to win (in a card game, etc.) 15. to be arrested {Only applies to 挙がる} 16. to turn up (of evidence, etc.) {Only applies to 挙がる} 17. to be deep fried {Only applies to 揚がる} 18. to be spoken loudly 19. to get stage fright 20. to be offered (to the gods, etc.) 21. to go; to visit {Humble (kenjougo)} 22. to eat; to drink {Honorific or respectful (sonkeigo)} 23. to be listed (as a candidate) {esp. 挙がる} 24. to serve (in one's master's home) 25. to go north {in Kyoto} [Suffix, Godan verb with ru ending] 26. indicates completion {See also 出来上がる, after the -masu stem of a verb} | Other forms: 揚がる 【あがる】、挙がる 【あがる】、上る 【あがる】 [Notes] 上る: Irregular okurigana usage.
明るい - あかるい	[I-adjective] 1. bright; colourful 2. cheerful 3. familiar (with); knowledgeable (about) {as 〜に明るい} 4. fair (e.g. politics); clean | Other forms: 明い 【あかるい】 [Notes] 明い: Irregular okurigana usage.
空き間 - あきま	[Noun, No-adjective] 1. vacancy; room for rent or lease | Other forms: 空間 【あきま】 [Notes] 空間: Irregular okurigana usage.
諦め - あきらめ	[Noun] 1. resignation; acceptance; consolation
呆れる - あきれる	[Ichidan verb, intransitive verb] 1. to be amazed; to be shocked; to be astonished; to be astounded; to be disgusted; to be exasperated | Other forms: 惘れる 【あきれる】
悪 - あく	[Noun] 1. evil; wickedness {Antonym: 善}
アクセル - アクセル	[Noun] 1. accelerator {Abbreviation, See also アクセラレータ} 2. Axel (figure skating jump); axel {Abbreviation, See also アクセルジャンプ} [Wikipedia definition] 3. Axel
